0	0	0.000000
0	1	0.000000
0	2	0.000000
0	3	0.000000
0	4	0.000000
0	5	0.000000
0	6	0.000000
0	7	0.000000
0	8	0.000000
0	9	0.000000
0	10	0.000000
0	11	0.000000
0	12	0.000000
0	13	0.000000
0	14	0.000000
0	15	0.000000
0	16	0.000000
0	17	0.000000
0	18	0.000000
0	19	0.000000
0	20	0.000000
0	21	0.000000
0	22	0.000000
0	23	0.000000
0	24	0.000000
1	0	5.949837
1	1	5.949837
1	2	5.949837
1	3	5.947265
1	4	7.564485
1	5	0.000000
1	6	0.000000
1	7	0.000000
1	8	0.000000
1	9	0.000000
1	10	0.000000
1	11	0.000000
1	12	0.000000
1	13	0.000000
1	14	0.000000
1	15	0.000000
1	16	0.000000
1	17	0.000000
1	18	0.000000
1	19	0.000000
1	20	0.000000
1	21	0.000000
1	22	0.000000
1	23	0.000000
1	24	0.000000
2	0	3.764051
2	1	3.764051
2	2	3.764051
2	3	3.777438
2	4	5.817203
2	5	0.000000
2	6	0.000000
2	7	0.000000
2	8	0.000000
2	9	0.000000
2	10	0.000000
2	11	0.000000
2	12	0.000000
2	13	0.000000
2	14	0.000000
2	15	0.000000
2	16	0.000000
2	17	0.000000
2	18	0.000000
2	19	0.000000
2	20	0.000000
2	21	0.000000
2	22	0.000000
2	23	0.000000
2	24	0.000000
3	0	1.290082
3	1	1.290082
3	2	1.290082
3	3	1.543768
3	4	4.148269
3	5	0.000000
3	6	0.000000
3	7	0.000000
3	8	0.000000
3	9	0.000000
3	10	0.000000
3	11	0.000000
3	12	0.000000
3	13	0.000000
3	14	0.000000
3	15	0.000000
3	16	0.000000
3	17	0.000000
3	18	0.000000
3	19	0.000000
3	20	0.000000
3	21	0.000000
3	22	0.000000
3	23	0.000000
3	24	0.000000
4	0	0.046175
4	1	0.046175
4	2	0.046175
4	3	0.707905
4	4	3.026417
4	5	0.000000
4	6	0.000000
4	7	0.000000
4	8	0.000000
4	9	0.000000
4	10	0.000000
4	11	0.000000
4	12	0.000000
